case_id,country,age,sex,agreeable_score,extraversion_score,openness_score,conscientiousness_score,neuroticism_score
225432,UK,35,2,0.976666666666667,0.723333333333333,0.76,0.85,0.43
129142,UK,17,2,0.956666666666667,0.713333333333333,0.833333333333333,0.756666666666667,0.76
172631,UK,37,2,0.953333333333333,0.633333333333333,0.616666666666667,0.883333333333333,0.46
275226,UK,53,2,0.953333333333333,0.423333333333333,0.853333333333333,0.716666666666667,0.663333333333333
226892,UK,36,2,0.95,0.663333333333333,0.743333333333333,0.813333333333333,0.636666666666667
39461,UK,25,2,0.946666666666667,0.726666666666667,0.693333333333333,0.893333333333333,0.433333333333333
81691,UK,30,2,0.94,0.816666666666667,0.793333333333333,0.84,0.32
59157,UK,55,2,0.936666666666667,0.693333333333333,0.726666666666667,0.803333333333333,0.336666666666667
312249,UK,29,1,0.936666666666667,0.956666666666667,0.806666666666667,0.97,0.29
302149,UK,20,1,0.933333333333333,0.75,0.703333333333333,0.883333333333333,0.543333333333333
42405,UK,21,2,0.93,0.78,0.926666666666667,0.873333333333333,0.386666666666667
150909,UK,13,2,0.93,0.703333333333333,0.846666666666667,0.853333333333333,0.486666666666667
262488,UK,21,2,0.93,0.356666666666667,0.593333333333333,0.85,0.686666666666667
312940,UK,21,1,0.93,0.89,0.896666666666667,0.946666666666667,0.29
49929,UK,37,2,0.926666666666667,0.476666666666667,0.86,0.636666666666667,0.85
111334,UK,22,1,0.926666666666667,0.55,0.75,0.68,0.736666666666667
192711,UK,19,2,0.926666666666667,0.693333333333333,0.716666666666667,0.65,0.616666666666667
213433,UK,20,2,0.926666666666667,0.63,0.743333333333333,0.673333333333333,0.553333333333333
250655,UK,28,1,0.926666666666667,0.473333333333333,0.81,0.843333333333333,0.386666666666667
46885,UK,20,1,0.923333333333333,0.776666666666667,0.713333333333333,0.736666666666667,0.38
